state,year,anc1,anc1_raw,anc1_source,anc1_ssm,anc1_vsm,anc4,anc4_raw,anc4_source,anc4_ssm,anc4_vsm,bcg,bcg_raw,bcg_source,bcg_ssm,bcg_vsm,dpt,dpt_raw,dpt_source,dpt_ssm,dpt_vsm,exbf,exbf_raw,exbf_source,exbf_ssm,exbf_vsm,gdp,gdp_raw,gdp_source,gdp_ssm,gdp_vsm,hib,hib_raw,hib_source,hib_ssm,hib_vsm,ifd,ifd_raw,ifd_source,ifd_ssm,ifd_vsm,imr,imr_source,lb,lb_raw,lb_source,lb_ssm,lb_vsm,lbw,lbw_raw,lbw_source,lbw_ssm,lbw_vsm,lit,lit_raw,lit_source,lit_ssm,lit_vsm,mv,mv_raw,mv_source,mv_ssm,mv_vsm,nmr,nmr_source,nnd,nnd_raw,nnd_source,nnd_ssm,nnd_vsm,ors,ors_raw,ors_source,ors_ssm,ors_vsm,pcv,pcv_raw,pcv_source,pfpr,pfpr_source,pnd,pnd_raw,pnd_source,pnd_ssm,pnd_vsm,pnmr,pnmr_source,rota,rota_raw,rota_source,sani,sani_raw,sani_source,sani_ssm,sani_vsm,sba,sba_raw,sba_source,sba_ssm,sba_vsm,stunt,stunt_raw,stunt_source,stunt_ssm,stunt_vsm,tt,tt2,tt2_raw,tt2_source,tt2_ssm,tt2_vsm,tt_raw,tt_source,tt_ssm,tt_vsm,u5d,u5d_raw,u5d_source,u5d_ssm,u5d_vsm,u5mr,u5mr_source,underwt,underwt_raw,underwt_source,underwt_ssm,underwt_vsm,urban,urban_raw,urban_source,urban_ssm,urban_vsm,water,water_raw,water_source,water_ssm,water_vsm
Andhra Pradesh,1980,67.76000213623047,,Extrapolated assuming a flat trend,63.20783233642578,63.0829963684082,58.95999908447266,,Extrapolated assuming a flat trend,55.75173187255859,55.72832870483398,74.22000122070313,,Extrapolated assuming a flat trend,67.06007385253906,67.05043792724609,66.83000183105469,,Extrapolated assuming a flat trend,62.10891723632813,62.05264663696289,54.41999816894531,,Extrapolated assuming a flat trend,48.73931503295898,48.66345596313477,11179.4970703125,,Extrapolated assuming a flat trend,9085.49609375,9022.3984375,0,,Extrapolated assuming a flat trend,1.82309627532959,1.569478511810303,173994.625,,Extrapolated assuming flat trend in state proportion,,,100.2401809692383,Extrapolated assuming flat trend in state proportion,1735777.25,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,24.40746879577637,24.39244079589844,38.29999923706055,,Extrapolated assuming a flat trend,31.94227981567383,31.85234832763672,54.31000137329102,,Extrapolated assuming a flat trend,45.23215866088867,45.13593673706055,70.10721588134766,Extrapolated assuming flat trend in state proportion,121690.515625,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,17.7998104095459,17.64269065856934,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,100172.484375,,Extrapolated assuming flat trend in state proportion,,,57.71044921875,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,21.99230003356934,21.9510555267334,49.29999923706055,,Extrapolated assuming a flat trend,34.40446853637695,33.96249008178711,38.90000152587891,,Extrapolated assuming a flat trend,43.28882217407227,43.28498077392578,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,73.26097106933594,73.28894805908203,,Extrapolated assuming a flat trend,64.15960693359375,64.31978607177734,222685.375,,Extrapolated assuming flat trend in state proportion,,,128.2914428710938,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,46.51253128051758,46.52509689331055,27.20000076293945,,Extrapolated assuming a flat trend,20.86242485046387,20.81194496154785,64.13999938964844,,Extrapolated assuming a flat trend,55.06602478027344,54.98860549926758
Andhra Pradesh,1981,67.76000213623047,,Extrapolated assuming a flat trend,63.63632965087891,63.40955352783203,58.95999908447266,,Extrapolated assuming a flat trend,56.04607391357422,56.0037956237793,74.22000122070313,,Extrapolated assuming a flat trend,67.76116943359375,67.65853881835938,66.83000183105469,,Extrapolated assuming a flat trend,62.55221939086914,62.43707275390625,54.41999816894531,,Extrapolated assuming a flat trend,49.25076293945313,49.1385498046875,11179.4970703125,,Extrapolated assuming a flat trend,9259.861328125,9219.7333984375,0,,Extrapolated assuming a flat trend,2.053551435470581,1.877655625343323,172183.90625,,Extrapolated assuming flat trend in state proportion,,,97.61278533935547,Extrapolated assuming flat trend in state proportion,1763948.25,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,24.15464019775391,24.30540657043457,38.29999923706055,,Extrapolated assuming a flat trend,32.42468643188477,32.34823608398438,54.31000137329102,,Extrapolated assuming a flat trend,46.02529144287109,45.93243789672852,68.54047393798828,Extrapolated assuming flat trend in state proportion,120901.84375,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,18.13787841796875,17.96386337280273,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,98187.109375,,Extrapolated assuming flat trend in state proportion,,,55.66326141357422,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,22.26316261291504,22.2399959564209,49.29999923706055,,Extrapolated assuming a flat trend,35.39385223388672,35.09518432617188,38.90000152587891,,Extrapolated assuming a flat trend,43.04041290283203,43.0377311706543,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,73.68578338623047,73.67891693115234,,Extrapolated assuming a flat trend,65.30939483642578,65.42572021484375,219592.828125,,Extrapolated assuming flat trend in state proportion,,,124.4893798828125,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,46.19235610961914,46.22811126708984,27.20000076293945,,Extrapolated assuming a flat trend,21.10321998596191,21.07047080993652,64.13999938964844,,Extrapolated assuming a flat trend,55.9047966003418,55.76046752929688
Andhra Pradesh,1982,67.76000213623047,,Extrapolated assuming a flat trend,64.06277465820313,63.78060150146484,58.95999908447266,,Extrapolated assuming a flat trend,56.34010314941406,56.28754425048828,74.22000122070313,,Extrapolated assuming a flat trend,68.45535278320313,68.28880310058594,66.83000183105469,,Extrapolated assuming a flat trend,62.99360275268555,62.84439086914063,54.41999816894531,,Extrapolated assuming a flat trend,49.76374053955078,49.63497543334961,11179.4970703125,,Extrapolated assuming a flat trend,9440.1474609375,9418.6708984375,0,,Extrapolated assuming a flat trend,2.302067518234253,2.212717533111572,170372.578125,,Extrapolated assuming flat trend in state proportion,,,95.16687774658203,Extrapolated assuming flat trend in state proportion,1790250.75,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,23.9040412902832,24.15738868713379,38.29999923706055,,Extrapolated assuming a flat trend,32.91467666625977,32.85289764404297,54.31000137329102,,Extrapolated assuming a flat trend,46.82652282714844,46.74487686157227,67.04087066650391,Extrapolated assuming flat trend in state proportion,120019.96875,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,18.48586082458496,18.30212593078613,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,96390.671875,,Extrapolated assuming flat trend in state proportion,,,53.84199523925781,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,22.53803634643555,22.53220367431641,49.29999923706055,,Extrapolated assuming a flat trend,36.4272575378418,36.26626205444336,38.90000152587891,,Extrapolated assuming a flat trend,42.79226684570313,42.7908935546875,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,74.10597229003906,74.07164764404297,,Extrapolated assuming a flat trend,66.45183563232422,66.51110076904297,216657.640625,,Extrapolated assuming flat trend in state proportion,,,121.0208358764648,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,45.87235260009766,45.92935180664063,27.20000076293945,,Extrapolated assuming a flat trend,21.34845161437988,21.3338508605957,64.13999938964844,,Extrapolated assuming a flat trend,56.74429321289063,56.56050872802734
Andhra Pradesh,1983,67.76000213623047,,Extrapolated assuming a flat trend,64.48709106445313,64.24791717529297,58.95999908447266,,Extrapolated assuming a flat trend,56.6337890625,56.5892448425293,74.22000122070313,,Extrapolated assuming a flat trend,69.14234924316406,68.97624206542969,66.83000183105469,,Extrapolated assuming a flat trend,63.43298721313477,63.30268478393555,54.41999816894531,,Extrapolated assuming a flat trend,50.27800750732422,50.17548751831055,11179.4970703125,,Extrapolated assuming a flat trend,9626.404296875,9624.5126953125,0,,Extrapolated assuming a flat trend,2.569397449493408,2.576153993606567,168550.265625,,Extrapolated assuming flat trend in state proportion,,,92.93209075927734,Extrapolated assuming flat trend in state proportion,1813692.75,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,23.65562629699707,23.8906192779541,38.29999923706055,,Extrapolated assuming a flat trend,33.41193771362305,33.3780632019043,54.31000137329102,,Extrapolated assuming a flat trend,47.63488388061523,47.5859489440918,65.52725982666016,Extrapolated assuming flat trend in state proportion,118846.3125,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,18.8436450958252,18.7004451751709,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,94918.0859375,,Extrapolated assuming flat trend in state proportion,,,52.33415985107422,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,22.81682968139648,22.82637977600098,49.29999923706055,,Extrapolated assuming a flat trend,37.50270080566406,37.49271392822266,38.90000152587891,,Extrapolated assuming a flat trend,42.54440307617188,42.54449081420898,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,74.52156829833984,74.47615814208984,,Extrapolated assuming a flat trend,67.58495330810547,67.57750701904297,213884.75,,Extrapolated assuming flat trend in state proportion,,,117.9277725219727,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,45.55256271362305,45.61204147338867,27.20000076293945,,Extrapolated assuming a flat trend,21.59804153442383,21.60208129882813,64.13999938964844,,Extrapolated assuming a flat trend,57.58359146118164,57.42406463623047
Andhra Pradesh,1984,67.76000213623047,,Extrapolated assuming a flat trend,64.90875244140625,64.85237884521484,58.95999908447266,,Extrapolated assuming a flat trend,56.92702484130859,56.91652679443359,74.22000122070313,,Extrapolated assuming a flat trend,69.82027435302734,69.74880218505859,66.83000183105469,,Extrapolated assuming a flat trend,63.86984252929688,63.83416748046875,54.41999816894531,,Extrapolated assuming a flat trend,50.79366302490234,50.77800369262695,11179.4970703125,,Extrapolated assuming a flat trend,9820.08984375,9843.478515625,0,,Extrapolated assuming a flat trend,2.860657453536987,2.969315052032471,166547.703125,,Extrapolated assuming flat trend in state proportion,,,90.82582092285156,Extrapolated assuming flat trend in state proportion,1833704.375,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,23.40987205505371,23.49174308776855,38.29999923706055,,Extrapolated assuming a flat trend,33.91791534423828,33.93549346923828,54.31000137329102,,Extrapolated assuming a flat trend,48.45121002197266,48.46562194824219,64.10932159423828,Extrapolated assuming flat trend in state proportion,117557.546875,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,19.21344757080078,19.20206832885742,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,93432.03125,,Extrapolated assuming flat trend in state proportion,,,50.95261383056641,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,23.10038375854492,23.12135696411133,49.29999923706055,,Extrapolated assuming a flat trend,38.62805557250977,38.79164886474609,38.90000152587891,,Extrapolated assuming a flat trend,42.29689025878906,42.29854202270508,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,74.93154144287109,74.89974212646484,,Extrapolated assuming a flat trend,68.70503234863281,68.62859344482422,211001.5625,,Extrapolated assuming flat trend in state proportion,,,115.068473815918,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,45.23308181762695,45.25915908813477,27.20000076293945,,Extrapolated assuming a flat trend,21.85295486450195,21.87513732910156,64.13999938964844,,Extrapolated assuming a flat trend,58.42190170288086,58.37919998168945
Andhra Pradesh,1985,67.76000213623047,,Extrapolated assuming a flat trend,65.32704162597656,65.61980438232422,58.95999908447266,,Extrapolated assuming a flat trend,57.21966552734375,57.2740478515625,74.22000122070313,,Extrapolated assuming a flat trend,70.48664093017578,70.62441253662109,66.83000183105469,,Extrapolated assuming a flat trend,64.303466796875,64.45291900634766,54.41999816894531,,Extrapolated assuming a flat trend,51.31071853637695,51.45334243774414,11179.4970703125,,Extrapolated assuming a flat trend,10023.0693359375,10078.5439453125,0,,Extrapolated assuming a flat trend,3.182687282562256,3.393478393554688,164273.703125,,Extrapolated assuming flat trend in state proportion,,,88.80241394042969,Extrapolated assuming flat trend in state proportion,1849878.875,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,23.1673526763916,22.99556350708008,38.29999923706055,,Extrapolated assuming a flat trend,34.43426132202148,34.53452682495117,54.31000137329102,,Extrapolated assuming a flat trend,49.27607727050781,49.38986206054688,62.71133804321289,Extrapolated assuming flat trend in state proportion,116008.3828125,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,19.59798240661621,19.84117889404297,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,91903.625,,Extrapolated assuming flat trend in state proportion,,,49.68088912963867,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,23.38971519470215,23.41586112976074,49.29999923706055,,Extrapolated assuming a flat trend,39.81188583374023,40.17635345458984,38.90000152587891,,Extrapolated assuming a flat trend,42.04984664916992,42.05306243896484,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,75.3345947265625,75.34716033935547,,Extrapolated assuming a flat trend,69.80654144287109,69.66893768310547,207854.1875,,Extrapolated assuming flat trend in state proportion,,,112.360969543457,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,44.91403961181641,44.85695266723633,27.20000076293945,,Extrapolated assuming a flat trend,22.1143627166748,22.15298843383789,64.13999938964844,,Extrapolated assuming a flat trend,59.25778579711914,59.4437370300293
Andhra Pradesh,1986,67.76000213623047,,Extrapolated assuming a flat trend,65.74174499511719,66.55886077880859,58.95999908447266,,Extrapolated assuming a flat trend,57.51163482666016,57.66555404663086,74.22000122070313,,Extrapolated assuming a flat trend,71.14063262939453,71.61041259765625,66.83000183105469,,Extrapolated assuming a flat trend,64.73362731933594,65.16387176513672,54.41999816894531,,Extrapolated assuming a flat trend,51.82873916625977,52.21100234985352,11179.4970703125,,Extrapolated assuming a flat trend,10235.787109375,10332.279296875,0,,Extrapolated assuming a flat trend,3.538211107254028,3.849857807159424,161578.71875,,Extrapolated assuming flat trend in state proportion,,,86.76912689208984,Extrapolated assuming flat trend in state proportion,1862168.25,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,22.9280891418457,22.46289825439453,38.29999923706055,,Extrapolated assuming a flat trend,34.96065902709961,35.18012619018555,54.31000137329102,,Extrapolated assuming a flat trend,50.10776519775391,50.36324310302734,61.31246185302734,Extrapolated assuming flat trend in state proportion,114174.1171875,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,19.99749374389648,20.64192771911621,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,90163.40625,,Extrapolated assuming flat trend in state proportion,,,48.41850662231445,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,23.68482208251953,23.71393013000488,49.29999923706055,,Extrapolated assuming a flat trend,41.05058288574219,41.65240859985352,38.90000152587891,,Extrapolated assuming a flat trend,41.80331420898438,41.80813598632813,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,75.7305908203125,75.82086944580078,,Extrapolated assuming a flat trend,70.88552093505859,70.70252990722656,204213.328125,,Extrapolated assuming flat trend in state proportion,,,109.6642761230469,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,44.59553527832031,44.39742660522461,27.20000076293945,,Extrapolated assuming a flat trend,22.38232612609863,22.43560791015625,64.13999938964844,,Extrapolated assuming a flat trend,60.08943557739258,60.62489318847656
Andhra Pradesh,1987,67.76000213623047,,Extrapolated assuming a flat trend,66.15265655517578,67.65904998779297,58.95999908447266,,Extrapolated assuming a flat trend,57.80284881591797,58.09803009033203,74.22000122070313,,Extrapolated assuming a flat trend,71.78150939941406,72.70402526855469,66.83000183105469,,Extrapolated assuming a flat trend,65.16007995605469,65.96200561523438,54.41999816894531,,Extrapolated assuming a flat trend,52.34729385375977,53.07080078125,11179.4970703125,,Extrapolated assuming a flat trend,10458.712890625,10607.5751953125,0,,Extrapolated assuming a flat trend,3.930072069168091,4.339581489562988,158413.28125,,Extrapolated assuming flat trend in state proportion,,,84.65510559082031,Extrapolated assuming flat trend in state proportion,1871278.5,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,22.69209480285645,21.96557426452637,38.29999923706055,,Extrapolated assuming a flat trend,35.49675750732422,35.87126159667969,54.31000137329102,,Extrapolated assuming a flat trend,50.94449996948242,51.39430618286133,59.92634582519531,Extrapolated assuming flat trend in state proportion,112138.8828125,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,20.41218757629395,21.62369537353516,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,88085.8125,,Extrapolated assuming flat trend in state proportion,,,47.07252883911133,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,23.98569869995117,24.03482818603516,49.29999923706055,,Extrapolated assuming a flat trend,42.3394775390625,43.21367645263672,38.90000152587891,,Extrapolated assuming a flat trend,41.55734252929688,41.56406021118164,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,76.11943054199219,76.32186889648438,,Extrapolated assuming a flat trend,71.93832397460938,71.73136901855469,199992.46875,,Extrapolated assuming flat trend in state proportion,,,106.8747787475586,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,44.27767181396484,43.88011932373047,27.20000076293945,,Extrapolated assuming a flat trend,22.65689849853516,22.72297096252441,64.13999938964844,,Extrapolated assuming a flat trend,60.91505813598633,61.92016983032227
Andhra Pradesh,1988,67.76000213623047,,Extrapolated assuming a flat trend,66.5595703125,68.89463043212891,58.95999908447266,,Extrapolated assuming a flat trend,58.09323883056641,58.58184814453125,74.22000122070313,,Extrapolated assuming a flat trend,72.40861511230469,73.89424896240234,66.83000183105469,,Extrapolated assuming a flat trend,65.58260345458984,66.83298492431641,54.41999816894531,,Extrapolated assuming a flat trend,52.86594009399414,54.06107330322266,11179.4970703125,,Extrapolated assuming a flat trend,10697.8994140625,10907.275390625,0,,Extrapolated assuming a flat trend,4.361208915710449,4.863659381866455,154986.71875,,Extrapolated assuming flat trend in state proportion,,,82.52774810791016,Extrapolated assuming flat trend in state proportion,1877995.25,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,22.71900177001953,21.55124282836914,38.29999923706055,,Extrapolated assuming a flat trend,36.04217147827148,36.60158157348633,54.31000137329102,,Extrapolated assuming a flat trend,51.78445434570313,52.49527359008789,58.53445816040039,Extrapolated assuming flat trend in state proportion,109927.4375,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,20.84224128723145,22.80317687988281,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,85804.984375,,Extrapolated assuming flat trend in state proportion,,,45.68967056274414,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,24.29233360290527,24.41138076782227,49.29999923706055,,Extrapolated assuming a flat trend,43.67283630371094,44.84344863891602,38.90000152587891,,Extrapolated assuming a flat trend,41.31196975708008,41.32132720947266,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,76.50099182128906,76.85028839111328,,Extrapolated assuming a flat trend,72.96171569824219,72.75525665283203,195377.328125,,Extrapolated assuming flat trend in state proportion,,,104.0350494384766,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,43.96054458618164,43.31124877929688,27.20000076293945,,Extrapolated assuming a flat trend,22.93813133239746,23.0151195526123,64.13999938964844,,Extrapolated assuming a flat trend,61.73292922973633,63.3197135925293
Andhra Pradesh,1989,67.76000213623047,,Extrapolated assuming a flat trend,67.06735992431641,70.23258209228516,58.95999908447266,,Extrapolated assuming a flat trend,58.40236663818359,59.12616729736328,74.22000122070313,,Extrapolated assuming a flat trend,73.09210205078125,75.16271209716797,66.83000183105469,,Extrapolated assuming a flat trend,66.05793762207031,67.74939727783203,54.41999816894531,,Extrapolated assuming a flat trend,53.43081665039063,55.19544982910156,11179.4970703125,,Extrapolated assuming a flat trend,10928.779296875,11232.8740234375,0,,Extrapolated assuming a flat trend,4.834622383117676,5.422954082489014,151498.125,,Extrapolated assuming flat trend in state proportion,,,80.46296691894531,Extrapolated assuming flat trend in state proportion,1882830.5,,Extrapolated assuming flat trend in state proportion,,,22,,Extrapolated assuming a flat trend,22.85600662231445,21.22500801086426,38.29999923706055,,Extrapolated assuming a flat trend,36.59647750854492,37.36152267456055,54.31000137329102,,Extrapolated assuming a flat trend,52.65328979492188,53.67352294921875,57.17655944824219,Extrapolated assuming flat trend in state proportion,107653.7734375,,Extrapolated assuming flat trend in state proportion,,,22.70000076293945,,Extrapolated assuming a flat trend,21.28779029846191,24.18929862976074,0,,Extrapolated assuming a flat trend,.0024320860992652,Extrapolated assuming a flat trend,83454.9140625,,Extrapolated assuming flat trend in state proportion,,,44.32417678833008,Extrapolated assuming flat trend in state proportion,0,,Extrapolated assuming a flat trend,25.23999977111816,,Extrapolated assuming a flat trend,24.60246276855469,24.87506675720215,49.29999923706055,,Extrapolated assuming a flat trend,45.04394912719727,46.51895523071289,38.90000152587891,,Extrapolated assuming a flat trend,41.0672492980957,41.08052062988281,77.59999847412109,77.61000061035156,,Extrapolated assuming a flat trend,76.89311981201172,77.40595245361328,,Extrapolated assuming a flat trend,73.95285797119141,73.77266693115234,190626.09375,,Extrapolated assuming flat trend in state proportion,,,101.2444229125977,Extrapolated assuming flat trend in state proportion,42.70000076293945,,Extrapolated assuming a flat trend,43.64426040649414,42.70119857788086,27.20000076293945,,Extrapolated assuming a flat trend,23.22606658935547,23.31250190734863,64.13999938964844,,Extrapolated assuming a flat trend,62.61404800415039,64.80912780761719
